SOURCE_ROW,TIME,PI,X,Y,RA,DEC,KEV,MISSION,INSTRUMENT,OBSERVATION_ID,RECORD_KEY
468199,456550660.451085,408,702,688,350.87558,58.80449,1.4892,suzaku,xis,508011020,suzaku/xis/508011020
469071,456550674.4510827,854,869,747,350.7822,58.821564,3.1171,suzaku,xis,508011020,suzaku/xis/508011020
469343,456550672.4510827,347,831,638,350.80347,58.790016,1.26655,suzaku,xis,508011020,suzaku/xis/508011020
469547,456550676.4510827,647,810,607,350.81522,58.781044,2.36155,suzaku,xis,508011020,suzaku/xis/508011020
470005,456550678.4510816,485,700,665,350.87668,58.797832,1.77025,suzaku,xis,508011020,suzaku/xis/508011020
470068,456550680.4510816,424,813,682,350.81354,58.802757,1.5476,suzaku,xis,508011020,suzaku/xis/508011020
470798,456550686.45108044,312,632,701,350.9147,58.808235,1.1388,suzaku,xis,508011020,suzaku/xis/508011020
472058,456550708.4510782,519,727,847,350.86163,58.850525,1.89435,suzaku,xis,508011020,suzaku/xis/508011020
473144,456550716.45107704,373,678,623,350.88895,58.785667,1.36145,suzaku,xis,508011020,suzaku/xis/508011020
473302,456550720.4510759,307,792,737,350.82526,58.81868,1.12055,suzaku,xis,508011020,suzaku/xis/508011020
473773,456550722.4510759,479,689,730,350.88284,58.816647,1.74835,suzaku,xis,508011020,suzaku/xis/508011020
473853,456550724.4510759,355,696,739,350.87894,58.819252,1.29575,suzaku,xis,508011020,suzaku/xis/508011020
474083,456550728.4510748,396,683,863,350.88626,58.85515,1.4454,suzaku,xis,508011020,suzaku/xis/508011020
474349,456550728.4510748,354,809,495,350.8158,58.74862,1.2921,suzaku,xis,508011020,suzaku/xis/508011020
474925,456550740.45107365,672,873,777,350.77994,58.830246,2.4528,suzaku,xis,508011020,suzaku/xis/508011020
474926,456550740.45107365,403,884,829,350.77377,58.8453,1.47095,suzaku,xis,508011020,suzaku/xis/508011020
475243,456550738.45107365,415,798,597,350.82193,58.77815,1.51475,suzaku,xis,508011020,suzaku/xis/508011020
475575,456550744.45107245,479,760,862,350.84317,58.85487,1.74835,suzaku,xis,508011020,suzaku/xis/508011020
476298,456550754.4510713,413,827,758,350.8057,58.824757,1.50745,suzaku,xis,508011020,suzaku/xis/508011020
476458,456550756.4510713,516,706,911,350.8734,58.86905,1.8834,suzaku,xis,508011020,suzaku/xis/508011020
476759,456550756.4510713,412,787,657,350.82806,58.79552,1.5038,suzaku,xis,508011020,suzaku/xis/508011020
478158,456550770.45106906,495,610,681,350.92697,58.802437,1.80675,suzaku,xis,508011020,suzaku/xis/508011020
478443,456550778.4510679,267,853,739,350.79114,58.819252,0.97455,suzaku,xis,508011020,suzaku/xis/508011020
478481,456550778.4510679,498,750,760,350.84875,58.82534,1.8177,suzaku,xis,508011020,suzaku/xis/508011020
479200,456550786.4510668,735,808,884,350.81628,58.861237,2.68275,suzaku,xis,508011020,suzaku/xis/508011020
479788,456550790.45106566,507,712,847,350.87003,58.85052,1.85055,suzaku,xis,508011020,suzaku/xis/508011020
479855,456550792.45106566,803,759,813,350.84372,58.840683,2.93095,suzaku,xis,508011020,suzaku/xis/508011020
480023,456550796.45106566,261,747,816,350.85043,58.84155,0.95265,suzaku,xis,508011020,suzaku/xis/508011020
480260,456550794.45106566,582,804,711,350.81854,58.811153,2.1243,suzaku,xis,508011020,suzaku/xis/508011020
480871,456550798.4510645,602,629,745,350.9164,58.820972,2.1973,suzaku,xis,508011020,suzaku/xis/508011020
481335,456550808.4510634,666,686,868,350.88458,58.856598,2.4309,suzaku,xis,508011020,suzaku/xis/508011020
481537,456550806.4510634,661,716,624,350.86774,58.785965,2.41265,suzaku,xis,508011020,suzaku/xis/508011020
482500,456550818.45106226,1011,595,605,350.9353,58.78043,3.69015,suzaku,xis,508011020,suzaku/xis/508011020
483748,456550830.45106,890,734,661,350.85767,58.796677,3.2485,suzaku,xis,508011020,suzaku/xis/508011020
484856,456550846.4510577,510,659,805,350.89966,58.838352,1.8615,suzaku,xis,508011020,suzaku/xis/508011020
484970,456550850.4510577,418,789,750,350.82693,58.822445,1.5257,suzaku,xis,508011020,suzaku/xis/508011020
486163,456550860.45105654,391,751,561,350.84818,58.767727,1.42715,suzaku,xis,508011020,suzaku/xis/508011020
486852,456550866.4510554,303,625,671,350.91858,58.79955,1.10595,suzaku,xis,508011020,suzaku/xis/508011020
487223,456550874.4510543,508,736,905,350.8566,58.867317,1.8542,suzaku,xis,508011020,suzaku/xis/508011020
487408,456550870.4510543,388,620,654,350.9214,58.794624,1.4162,suzaku,xis,508011020,suzaku/xis/508011020
487453,456550872.4510543,1306,801,717,350.82022,58.81289,4.7669,suzaku,xis,508011020,suzaku/xis/508011020
487700,456550878.45105314,856,871,720,350.7811,58.813747,3.1244,suzaku,xis,508011020,suzaku/xis/508011020
488162,456550880.45105314,557,728,725,350.86105,58.815205,2.03305,suzaku,xis,508011020,suzaku/xis/508011020
488542,456550888.451052,638,760,857,350.84317,58.85342,2.3287,suzaku,xis,508011020,suzaku/xis/508011020
489121,456550894.4510509,531,841,735,350.79785,58.818096,1.93815,suzaku,xis,508011020,suzaku/xis/508011020
490088,456550906.45104975,458,758,841,350.84427,58.84879,1.6717,suzaku,xis,508011020,suzaku/xis/508011020
490569,456550908.45104975,286,692,659,350.88113,58.796093,1.0439,suzaku,xis,508011020,suzaku/xis/508011020
490726,456550912.4510486,1057,804,752,350.81854,58.82302,3.85805,suzaku,xis,508011020,suzaku/xis/508011020
491548,456550922.4510475,523,702,798,350.8756,58.836334,1.90895,suzaku,xis,508011020,suzaku/xis/508011020
491581,456550924.4510475,882,845,744,350.79562,58.8207,3.2193,suzaku,xis,508011020,suzaku/xis/508011020
491611,456550924.4510475,341,778,791,350.8331,58.834312,1.24465,suzaku,xis,508011020,suzaku/xis/508011020
492387,456550926.45104635,714,834,633,350.80182,58.788567,2.6061,suzaku,xis,508011020,suzaku/xis/508011020
492762,456550932.45104635,1452,611,695,350.92642,58.80649,5.2998,suzaku,xis,508011020,suzaku/xis/508011020
492816,456550934.4510452,1235,781,858,350.8314,58.85371,4.50775,suzaku,xis,508011020,suzaku/xis/508011020
493205,456550936.4510452,2298,851,715,350.79227,58.8123,8.3877,suzaku,xis,508011020,suzaku/xis/508011020
493328,456550938.4510452,764,727,744,350.8616,58.820705,2.7886,suzaku,xis,508011020,suzaku/xis/508011020
493493,456550942.4510441,387,817,791,350.81128,58.834312,1.41255,suzaku,xis,508011020,suzaku/xis/508011020
493505,456550942.4510441,212,801,852,350.82022,58.85197,0.7738,suzaku,xis,508011020,suzaku/xis/508011020
493840,456550942.4510441,334,817,721,350.81128,58.814045,1.2191,suzaku,xis,508011020,suzaku/xis/508011020
494146,456550948.4510441,478,727,707,350.8616,58.809994,1.7447,suzaku,xis,508011020,suzaku/xis/508011020
494272,456550950.45104295,1830,770,845,350.83755,58.849945,6.6795,suzaku,xis,508011020,suzaku/xis/508011020
494401,456550954.45104295,673,799,823,350.82132,58.84358,2.45645,suzaku,xis,508011020,suzaku/xis/508011020
495123,456550962.4510418,711,785,851,350.82916,58.851685,2.59515,suzaku,xis,508011020,suzaku/xis/508011020
495578,456550964.4510418,332,685,704,350.88507,58.80912,1.2118,suzaku,xis,508011020,suzaku/xis/508011020
496338,456550972.45104074,573,672,602,350.8923,58.779587,2.09145,suzaku,xis,508011020,suzaku/xis/508011020
496484,456550976.4510396,537,828,730,350.80515,58.81665,1.96005,suzaku,xis,508011020,suzaku/xis/508011020
497283,456550984.4510385,520,656,840,350.90137,58.848484,1.898,suzaku,xis,508011020,suzaku/xis/508011020
497895,456550990.45103735,371,793,900,350.82468,58.865868,1.35415,suzaku,xis,508011020,suzaku/xis/508011020
498085,456550994.45103735,538,732,811,350.85883,58.840103,1.9637,suzaku,xis,508011020,suzaku/xis/508011020
498766,456551002.4510362,453,762,803,350.84204,58.837788,1.65345,suzaku,xis,508011020,suzaku/xis/508011020
499172,456551004.4510362,1422,772,700,350.83646,58.80797,5.1903,suzaku,xis,508011020,suzaku/xis/508011020
499363,456551008.4510351,518,779,774,350.83252,58.82939,1.8907,suzaku,xis,508011020,suzaku/xis/508011020
500621,456551020.451034,363,718,684,350.86664,58.803333,1.32495,suzaku,xis,508011020,suzaku/xis/508011020
500952,456551028.4510329,378,768,786,350.83868,58.832867,1.3797,suzaku,xis,508011020,suzaku/xis/508011020
501525,456551034.45103174,301,810,884,350.81516,58.861237,1.09865,suzaku,xis,508011020,suzaku/xis/508011020
501888,456551034.45103174,799,773,677,350.83588,58.80131,2.91635,suzaku,xis,508011020,suzaku/xis/508011020
502039,456551036.45103174,303,583,558,350.94196,58.76682,1.10595,suzaku,xis,508011020,suzaku/xis/508011020
502264,456551042.4510306,516,865,760,350.78442,58.82533,1.8834,suzaku,xis,508011020,suzaku/xis/508011020
502671,456551042.4510306,238,689,560,350.88278,58.767433,0.8687,suzaku,xis,508011020,suzaku/xis/508011020
504167,456551058.45127255,524,692,752,350.8812,58.823017,1.9126,suzaku,xis,508011020,suzaku/xis/508011020
504226,456551060.45127255,1238,747,681,350.8504,58.802467,4.5187,suzaku,xis,508011020,suzaku/xis/508011020
504814,456551064.4517597,365,633,684,350.91412,58.803314,1.33225,suzaku,xis,508011020,suzaku/xis/508011020
505030,456551066.4517597,647,632,512,350.91458,58.75352,2.36155,suzaku,xis,508011020,suzaku/xis/508011020
505657,456551076.45102614,600,816,652,350.81186,58.79407,2.19,suzaku,xis,508011020,suzaku/xis/508011020
506739,456551092.45102394,870,858,724,350.78836,58.814907,3.1755,suzaku,xis,508011020,suzaku/xis/508011020
507612,456551094.4510228,687,659,666,350.8996,58.79811,2.50755,suzaku,xis,508011020,suzaku/xis/508011020
508927,456551110.45102054,383,875,704,350.77887,58.809113,1.39795,suzaku,xis,508011020,suzaku/xis/508011020
509162,456551114.45102054,466,655,691,350.90182,58.805347,1.7009,suzaku,xis,508011020,suzaku/xis/508011020
510747,456551134.4510172,347,790,820,350.82635,58.84271,1.26655,suzaku,xis,508011020,suzaku/xis/508011020
511999,456551148.45101607,515,675,635,350.89062,58.789143,1.87975,suzaku,xis,508011020,suzaku/xis/508011020
512782,456551158.45101386,502,783,868,350.8303,58.856606,1.8323,suzaku,xis,508011020,suzaku/xis/508011020
512787,456551158.45101386,520,788,921,350.82748,58.87195,1.898,suzaku,xis,508011020,suzaku/xis/508011020
513431,456551166.4510128,704,804,773,350.81854,58.8291,2.5696,suzaku,xis,508011020,suzaku/xis/508011020
513605,456551170.4510128,531,815,733,350.8124,58.81752,1.93815,suzaku,xis,508011020,suzaku/xis/508011020
513814,456551166.4510128,388,688,641,350.88336,58.790882,1.4162,suzaku,xis,508011020,suzaku/xis/508011020
514452,456551180.45101166,493,766,799,350.8398,58.836628,1.79945,suzaku,xis,508011020,suzaku/xis/508011020
515227,456551188.4510106,684,742,820,350.85324,58.84271,2.4966,suzaku,xis,508011020,suzaku/xis/508011020
515450,456551186.4510106,248,784,698,350.82974,58.80739,0.9052,suzaku,xis,508011020,suzaku/xis/508011020
516237,456551196.45100945,673,790,719,350.8264,58.81347,2.45645,suzaku,xis,508011020,suzaku/xis/508011020
516278,456551196.45100945,672,637,703,350.9119,58.808815,2.4528,suzaku,xis,508011020,suzaku/xis/508011020
516697,456551198.4510084,563,693,704,350.8806,58.80912,2.05495,suzaku,xis,508011020,suzaku/xis/508011020
516705,456551198.4510084,952,661,666,350.89847,58.79811,3.4748,suzaku,xis,508011020,suzaku/xis/508011020
517336,456551212.45100725,834,706,829,350.87338,58.84531,3.0441,suzaku,xis,508011020,suzaku/xis/508011020
517481,456551208.45100725,718,726,670,350.86215,58.799282,2.6207,suzaku,xis,508011020,suzaku/xis/508011020
517852,456551216.4510062,501,671,832,350.89297,58.846172,1.82865,suzaku,xis,508011020,suzaku/xis/508011020
518017,456551220.4510062,307,702,808,350.8756,58.83923,1.12055,suzaku,xis,508011020,suzaku/xis/508011020
518694,456551228.45100504,724,921,893,350.75302,58.863815,2.6426,suzaku,xis,508011020,suzaku/xis/508011020
518797,456551222.45100504,407,711,539,350.87048,58.761356,1.48555,suzaku,xis,508011020,suzaku/xis/508011020
518880,456551224.45100504,611,763,744,350.84146,58.820705,2.23015,suzaku,xis,508011020,suzaku/xis/508011020
519330,456551234.4510039,486,775,822,350.83478,58.84329,1.7739,suzaku,xis,508011020,suzaku/xis/508011020
520160,456551244.45100284,662,718,864,350.86667,58.855446,2.4163,suzaku,xis,508011020,suzaku/xis/508011020
520251,456551238.45100284,517,642,715,350.90912,58.812294,1.88705,suzaku,xis,508011020,suzaku/xis/508011020
521098,456551250.4510017,596,815,646,350.8124,58.792336,2.1754,suzaku,xis,508011020,suzaku/xis/508011020
521204,456551252.4510017,519,781,727,350.83142,58.815784,1.89435,suzaku,xis,508011020,suzaku/xis/508011020
521532,456551260.45100063,718,827,763,350.8057,58.826202,2.6207,suzaku,xis,508011020,suzaku/xis/508011020
521567,456551260.45100063,496,737,817,350.85602,58.84184,1.8104,suzaku,xis,508011020,suzaku/xis/508011020
521842,456551258.45100063,681,709,650,350.87164,58.79349,2.48565,suzaku,xis,508011020,suzaku/xis/508011020
522904,456551274.4509984,401,888,763,350.77158,58.82619,1.46365,suzaku,xis,508011020,suzaku/xis/508011020
523191,456551272.4509984,495,690,699,350.8823,58.80767,1.80675,suzaku,xis,508011020,suzaku/xis/508011020
523458,456551278.4509973,480,749,768,350.8493,58.827656,1.752,suzaku,xis,508011020,suzaku/xis/508011020
523664,456551284.4509973,442,863,766,350.78555,58.827065,1.6133,suzaku,xis,508011020,suzaku/xis/508011020
524588,456551288.4509962,300,832,691,350.80292,58.80536,1.095,suzaku,xis,508011020,suzaku/xis/508011020
524803,456551292.4509962,405,749,688,350.8493,58.804493,1.47825,suzaku,xis,508011020,suzaku/xis/508011020
525218,456551294.4509951,512,699,610,350.87723,58.78191,1.8688,suzaku,xis,508011020,suzaku/xis/508011020
525647,456551304.450994,557,792,744,350.82526,58.820705,2.03305,suzaku,xis,508011020,suzaku/xis/508011020
526276,456551308.450994,690,626,713,350.91806,58.811707,2.5185,suzaku,xis,508011020,suzaku/xis/508011020
527130,456551322.4509918,302,668,814,350.89462,58.84096,1.1023,suzaku,xis,508011020,suzaku/xis/508011020
527144,456551324.4509918,550,847,786,350.7945,58.83286,2.0075,suzaku,xis,508011020,suzaku/xis/508011020
527503,456551324.4509918,450,736,656,350.85657,58.79523,1.6425,suzaku,xis,508011020,suzaku/xis/508011020
529252,456551348.4509885,593,781,774,350.83142,58.82939,2.16445,suzaku,xis,508011020,suzaku/xis/508011020
530812,456551360.4509862,418,706,682,350.87332,58.802753,1.5257,suzaku,xis,508011020,suzaku/xis/508011020
531095,456551366.4509851,1441,742,801,350.8532,58.837208,5.25965,suzaku,xis,508011020,suzaku/xis/508011020
532128,456551374.450984,467,647,756,350.90634,58.82416,1.70455,suzaku,xis,508011020,suzaku/xis/508011020
533239,456551392.45098174,494,789,817,350.82693,58.84184,1.8031,suzaku,xis,508011020,suzaku/xis/508011020
533466,456551390.45098174,1174,879,711,350.77664,58.81114,4.2851,suzaku,xis,508011020,suzaku/xis/508011020
533909,456551398.4509806,1435,734,777,350.8577,58.830257,5.23775,suzaku,xis,508011020,suzaku/xis/508011020
534014,456551400.4509806,505,718,815,350.86667,58.84126,1.84325,suzaku,xis,508011020,suzaku/xis/508011020
534280,456551400.4509806,839,855,683,350.79007,58.80304,3.06235,suzaku,xis,508011020,suzaku/xis/508011020
534386,456551402.4509806,664,795,687,350.82358,58.804203,2.4236,suzaku,xis,508011020,suzaku/xis/508011020
535420,456551418.4509784,653,810,763,350.8152,58.826206,2.38345,suzaku,xis,508011020,suzaku/xis/508011020
535552,456551420.4509784,513,731,828,350.85938,58.845024,1.87245,suzaku,xis,508011020,suzaku/xis/508011020
537065,456551432.45097613,840,710,705,350.8711,58.809414,3.066,suzaku,xis,508011020,suzaku/xis/508011020
537652,456551438.450975,439,727,662,350.8616,58.796967,1.60235,suzaku,xis,508011020,suzaku/xis/508011020
537660,456551438.450975,345,718,692,350.86664,58.80565,1.25925,suzaku,xis,508011020,suzaku/xis/508011020
538972,456551460.4509728,394,805,970,350.81796,58.88613,1.4381,suzaku,xis,508011020,suzaku/xis/508011020
539654,456551468.45097166,503,887,759,350.77213,58.82503,1.83595,suzaku,xis,508011020,suzaku/xis/508011020
540060,456551468.45097166,293,712,735,350.87,58.818096,1.06945,suzaku,xis,508011020,suzaku/xis/508011020
540503,456551470.45097053,407,673,720,350.89178,58.813747,1.48555,suzaku,xis,508011020,suzaku/xis/508011020
542120,456551492.4509683,615,692,607,350.88113,58.78104,2.24475,suzaku,xis,508011020,suzaku/xis/508011020
543147,456551508.45096606,500,784,796,350.82974,58.835762,1.825,suzaku,xis,508011020,suzaku/xis/508011020
543172,456551508.45096606,519,716,797,350.86777,58.83605,1.89435,suzaku,xis,508011020,suzaku/xis/508011020
543803,456551516.4509649,424,846,723,350.79507,58.81462,1.5476,suzaku,xis,508011020,suzaku/xis/508011020
543940,456551512.4509649,470,829,643,350.8046,58.791462,1.7155,suzaku,xis,508011020,suzaku/xis/508011020
544131,456551516.4509649,535,809,700,350.81577,58.80797,1.95275,suzaku,xis,508011020,suzaku/xis/508011020
544349,456551520.4509638,1254,715,791,350.86832,58.83431,4.5771,suzaku,xis,508011020,suzaku/xis/508011020
544967,456551528.45096266,361,933,892,350.7463,58.86352,1.31765,suzaku,xis,508011020,suzaku/xis/508011020
545169,456551532.45096266,608,820,794,350.8096,58.83518,2.2192,suzaku,xis,508011020,suzaku/xis/508011020
545550,456551532.45096266,509,698,715,350.8778,58.812305,1.85785,suzaku,xis,508011020,suzaku/xis/508011020
545907,456551534.45096153,533,803,687,350.81912,58.804203,1.94545,suzaku,xis,508011020,suzaku/xis/508011020
546312,456551542.45096046,380,720,813,350.86554,58.84068,1.387,suzaku,xis,508011020,suzaku/xis/508011020
547174,456551554.4509593,680,667,851,350.8952,58.851673,2.482,suzaku,xis,508011020,suzaku/xis/508011020
547688,456551558.4509582,520,782,764,350.83084,58.826496,1.898,suzaku,xis,508011020,suzaku/xis/508011020
547744,456551558.4509582,505,686,810,350.88455,58.839806,1.84325,suzaku,xis,508011020,suzaku/xis/508011020
548260,456551562.4509582,295,719,587,350.86606,58.775253,1.07675,suzaku,xis,508011020,suzaku/xis/508011020
549031,456551570.45095706,286,651,728,350.90408,58.81606,1.0439,suzaku,xis,508011020,suzaku/xis/508011020
549601,456551576.4509559,749,644,550,350.9079,58.764526,2.73385,suzaku,xis,508011020,suzaku/xis/508011020
550147,456551582.4509548,504,795,679,350.82358,58.801888,1.8396,suzaku,xis,508011020,suzaku/xis/508011020
551249,456551598.45095253,340,779,778,350.83252,58.83055,1.241,suzaku,xis,508011020,suzaku/xis/508011020
551750,456551602.45095253,765,745,680,350.85153,58.802177,2.79225,suzaku,xis,508011020,suzaku/xis/508011020
551813,456551604.45095253,631,729,596,350.86047,58.77786,2.30315,suzaku,xis,508011020,suzaku/xis/508011020
552383,456551610.4509514,740,745,697,350.85153,58.8071,2.701,suzaku,xis,508011020,suzaku/xis/508011020
552660,456551616.45095026,360,776,821,350.8342,58.843,1.314,suzaku,xis,508011020,suzaku/xis/508011020
552720,456551618.45095026,505,858,872,350.7883,58.857754,1.84325,suzaku,xis,508011020,suzaku/xis/508011020
554501,456551636.45094794,509,660,600,350.899,58.779007,1.85785,suzaku,xis,508011020,suzaku/xis/508011020
554861,456551644.4509468,798,753,916,350.84708,58.870502,2.9127,suzaku,xis,508011020,suzaku/xis/508011020
554937,456551638.4509468,699,700,625,350.87668,58.78625,2.55135,suzaku,xis,508011020,suzaku/xis/508011020
555474,456551650.4509457,385,781,869,350.8314,58.856895,1.40525,suzaku,xis,508011020,suzaku/xis/508011020
556089,456551658.45094454,1061,886,787,350.77267,58.833138,3.87265,suzaku,xis,508011020,suzaku/xis/508011020
557021,456551662.4509434,515,597,590,350.93417,58.77609,1.87975,suzaku,xis,508011020,suzaku/xis/508011020
557282,456551668.4509434,285,616,495,350.9235,58.748592,1.04025,suzaku,xis,508011020,suzaku/xis/508011020
557445,456551672.4509423,428,696,921,350.879,58.87194,1.5622,suzaku,xis,508011020,suzaku/xis/508011020
558982,456551688.45094,302,753,704,350.84708,58.809128,1.1023,suzaku,xis,508011020,suzaku/xis/508011020
560726,456551714.4509366,1230,868,714,350.78278,58.81201,4.4895,suzaku,xis,508011020,suzaku/xis/508011020
561803,456551722.4509355,375,681,704,350.8873,58.809116,1.36875,suzaku,xis,508011020,suzaku/xis/508011020
564045,456551750.4509309,588,819,755,350.81015,58.823887,2.1462,suzaku,xis,508011020,suzaku/xis/508011020
564538,456551754.4509309,762,736,610,350.85657,58.781914,2.7813,suzaku,xis,508011020,suzaku/xis/508011020
564620,456551756.4509309,551,754,561,350.8465,58.767727,2.01115,suzaku,xis,508011020,suzaku/xis/508011020
564711,456551758.45092976,794,871,727,350.7811,58.815773,2.8981,suzaku,xis,508011020,suzaku/xis/508011020
567074,456551782.45092636,711,783,602,350.8303,58.7796,2.59515,suzaku,xis,508011020,suzaku/xis/508011020
568374,456551804.4509241,504,746,804,350.85098,58.838078,1.8396,suzaku,xis,508011020,suzaku/xis/508011020
570040,456551818.45092183,380,620,669,350.9214,58.79897,1.387,suzaku,xis,508011020,suzaku/xis/508011020
570043,456551818.45092183,319,630,720,350.91583,58.813736,1.16435,suzaku,xis,508011020,suzaku/xis/508011020
570051,456551820.45092183,332,847,711,350.79453,58.811146,1.2118,suzaku,xis,508011020,suzaku/xis/508011020
570117,456551820.45092183,495,668,764,350.8946,58.826485,1.80675,suzaku,xis,508011020,suzaku/xis/508011020
570202,456551822.45092064,264,742,856,350.85324,58.85313,0.9636,suzaku,xis,508011020,suzaku/xis/508011020
570651,456551824.45092064,602,658,662,350.90015,58.796955,2.1973,suzaku,xis,508011020,suzaku/xis/508011020
571294,456551832.4509195,519,693,743,350.8806,58.82041,1.89435,suzaku,xis,508011020,suzaku/xis/508011020
572046,456551842.4509184,1528,740,682,350.85434,58.802757,5.5772,suzaku,xis,508011020,suzaku/xis/508011020
572562,456551846.45091724,725,761,697,350.8426,58.807102,2.64625,suzaku,xis,508011020,suzaku/xis/508011020
573271,456551854.4509161,402,791,696,350.82584,58.806812,1.4673,suzaku,xis,508011020,suzaku/xis/508011020
573567,456551860.4509161,318,684,699,350.88562,58.80767,1.1607,suzaku,xis,508011020,suzaku/xis/508011020
573624,456551862.450915,463,845,815,350.7956,58.841255,1.68995,suzaku,xis,508011020,suzaku/xis/508011020
573786,456551866.450915,683,796,735,350.82303,58.8181,2.49295,suzaku,xis,508011020,suzaku/xis/508011020
574550,456551876.45091385,948,741,754,350.8538,58.8236,3.4602,suzaku,xis,508011020,suzaku/xis/508011020
575337,456551878.4509127,323,644,691,350.908,58.805344,1.17895,suzaku,xis,508011020,suzaku/xis/508011020
575417,456551880.4509127,330,672,631,350.8923,58.787983,1.2045,suzaku,xis,508011020,suzaku/xis/508011020
575500,456551882.4509127,494,700,711,350.87668,58.81115,1.8031,suzaku,xis,508011020,suzaku/xis/508011020
575937,456551892.4509116,632,726,820,350.86218,58.84271,2.3068,suzaku,xis,508011020,suzaku/xis/508011020
577355,456551908.4509094,589,710,841,350.87112,58.848785,2.14985,suzaku,xis,508011020,suzaku/xis/508011020
577356,456551908.4509094,517,681,776,350.88733,58.829964,1.88705,suzaku,xis,508011020,suzaku/xis/508011020
577588,456551906.4509094,1854,782,696,350.83084,58.806812,6.7671,suzaku,xis,508011020,suzaku/xis/508011020
577640,456551908.4509094,583,835,694,350.80124,58.80623,2.12795,suzaku,xis,508011020,suzaku/xis/508011020
577655,456551908.4509094,530,745,647,350.85153,58.792625,1.9345,suzaku,xis,508011020,suzaku/xis/508011020
577672,456551908.4509094,414,734,750,350.8577,58.82244,1.5111,suzaku,xis,508011020,suzaku/xis/508011020
578396,456551916.45090824,609,667,642,350.8951,58.791164,2.22285,suzaku,xis,508011020,suzaku/xis/508011020
578538,456551920.4509071,954,769,824,350.83813,58.84387,3.4821,suzaku,xis,508011020,suzaku/xis/508011020
578570,456551920.4509071,503,669,831,350.89407,58.845882,1.83595,suzaku,xis,508011020,suzaku/xis/508011020
579753,456551932.450906,612,664,584,350.89676,58.774376,2.2338,suzaku,xis,508011020,suzaku/xis/508011020
580385,456551938.45090485,998,672,611,350.8923,58.782192,3.6427,suzaku,xis,508011020,suzaku/xis/508011020
580419,456551940.45090485,334,859,653,350.78784,58.794353,1.2191,suzaku,xis,508011020,suzaku/xis/508011020
580751,456551948.4509037,271,782,758,350.83084,58.82476,0.98915,suzaku,xis,508011020,suzaku/xis/508011020
581006,456551946.4509037,550,742,664,350.8532,58.797546,2.0075,suzaku,xis,508011020,suzaku/xis/508011020
581243,456551950.4509026,546,737,869,350.85602,58.856895,1.9929,suzaku,xis,508011020,suzaku/xis/508011020
581522,456551950.4509026,911,806,694,350.81744,58.806232,3.32515,suzaku,xis,508011020,suzaku/xis/508011020
582048,456551960.4509015,522,741,841,350.8538,58.84879,1.9053,suzaku,xis,508011020,suzaku/xis/508011020
582666,456551968.4509004,319,812,810,350.81406,58.839813,1.16435,suzaku,xis,508011020,suzaku/xis/508011020
583170,456551972.4509004,495,734,689,350.8577,58.804783,1.80675,suzaku,xis,508011020,suzaku/xis/508011020
583184,456551972.4509004,464,700,670,350.87668,58.79928,1.6936,suzaku,xis,508011020,suzaku/xis/508011020
583483,456551978.45089924,661,675,789,350.89072,58.833725,2.41265,suzaku,xis,508011020,suzaku/xis/508011020
584226,456551988.45138645,370,779,814,350.83252,58.840973,1.3505,suzaku,xis,508011020,suzaku/xis/508011020
584870,456551994.45089704,343,852,755,350.79172,58.823883,1.25195,suzaku,xis,508011020,suzaku/xis/508011020
585608,456552004.45089597,656,913,894,350.7575,58.864105,2.3944,suzaku,xis,508011020,suzaku/xis/508011020
585632,456552004.45089597,501,787,771,350.82806,58.82852,1.82865,suzaku,xis,508011020,suzaku/xis/508011020
586741,456552014.4516261,268,800,831,350.82077,58.845894,0.9782,suzaku,xis,508011020,suzaku/xis/508011020
586971,456552020.4516261,892,793,766,350.8247,58.827076,3.2558,suzaku,xis,508011020,suzaku/xis/508011020
587370,456552020.4516261,655,669,684,350.894,58.803326,2.39075,suzaku,xis,508011020,suzaku/xis/508011020
587499,456552024.4508926,473,834,822,350.80176,58.843285,1.72645,suzaku,xis,508011020,suzaku/xis/508011020
587942,456552026.4508926,373,712,708,350.87,58.81028,1.36145,suzaku,xis,508011020,suzaku/xis/508011020
588063,456552028.4508926,274,643,665,350.90854,58.797817,1.0001,suzaku,xis,508011020,suzaku/xis/508011020
588578,456552032.4508915,538,671,719,350.8929,58.813457,1.9637,suzaku,xis,508011020,suzaku/xis/508011020
588866,456552038.4508904,1432,701,776,350.87616,58.829967,5.2268,suzaku,xis,508011020,suzaku/xis/508011020
589226,456552040.4508904,1187,764,642,350.8409,58.79118,4.33255,suzaku,xis,508011020,suzaku/xis/508011020
589436,456552044.4508904,385,662,663,350.89792,58.797245,1.40525,suzaku,xis,508011020,suzaku/xis/508011020
590099,456552054.4508882,456,896,799,350.76706,58.83661,1.6644,suzaku,xis,508011020,suzaku/xis/508011020
590506,456552056.4508882,278,708,735,350.87222,58.818096,1.0147,suzaku,xis,508011020,suzaku/xis/508011020
590557,456552058.4508882,667,792,677,350.82526,58.80131,2.43455,suzaku,xis,508011020,suzaku/xis/508011020
590884,456552064.4508871,482,729,813,350.8605,58.84068,1.7593,suzaku,xis,508011020,suzaku/xis/508011020
591342,456552068.4508871,728,756,702,350.8454,58.808548,2.6572,suzaku,xis,508011020,suzaku/xis/508011020
592208,456552080.45088494,404,827,866,350.80566,58.85602,1.4746,suzaku,xis,508011020,suzaku/xis/508011020
